kind,date,mode_price
にんじん,20230701,1546.9502131821614
にんじん,20230703,1546.9502131821614
にんじん,20230704,1546.9502131821614
にんじん,20230706,1546.9502131821614
にんじん,20230707,1546.9502131821614
にんじん,20230708,1546.9502131821614
にんじん,20230710,1546.9502131821614
にんじん,20230711,1546.9502131821614
にんじん,20230713,1546.9502131821614
にんじん,20230714,1546.9502131821614
にんじん,20230715,1546.9502131821614
にんじん,20230718,1546.9502131821614
にんじん,20230719,1546.9502131821614
にんじん,20230720,1546.9502131821614
にんじん,20230721,1546.9502131821614
にんじん,20230722,1546.9502131821614
にんじん,20230724,1546.9502131821614
にんじん,20230725,1546.9502131821614
にんじん,20230727,1546.9502131821614
にんじん,20230728,1546.9502131821614
にんじん,20230729,1546.9502131821614
にんじん,20230731,1546.9502131821614
キャベツ,20230701,809.9949004082227
キャベツ,20230703,809.9949004082227
キャベツ,20230704,809.9949004082227
キャベツ,20230706,809.9949004082227
キャベツ,20230707,809.9949004082227
キャベツ,20230708,809.9949004082227
キャベツ,20230710,809.9949004082227
キャベツ,20230711,809.9949004082227
キャベツ,20230713,809.9949004082227
キャベツ,20230714,809.9949004082227
キャベツ,20230715,809.9949004082227
キャベツ,20230718,809.9949004082227
キャベツ,20230719,809.9949004082227
キャベツ,20230720,809.9949004082227
キャベツ,20230721,809.9949004082227
キャベツ,20230722,809.9949004082227
キャベツ,20230724,809.9949004082227
キャベツ,20230725,809.9949004082227
キャベツ,20230727,809.9949004082227
キャベツ,20230728,809.9949004082227
キャベツ,20230729,809.9949004082227
キャベツ,20230731,809.9949004082227
はくさい,20230701,937.0071735213946
はくさい,20230703,937.0071735213946
はくさい,20230704,937.0071735213946
はくさい,20230706,937.0071735213946
はくさい,20230707,937.0071735213946
はくさい,20230708,937.0071735213946
はくさい,20230710,937.0071735213946
はくさい,20230711,937.0071735213946
はくさい,20230713,937.0071735213946
はくさい,20230714,937.0071735213946
はくさい,20230715,937.0071735213946
はくさい,20230718,937.0071735213946
はくさい,20230719,937.0071735213946
はくさい,20230720,937.0071735213946
はくさい,20230721,937.0071735213946
はくさい,20230722,937.0071735213946
はくさい,20230724,937.0071735213946
はくさい,20230725,937.0071735213946
はくさい,20230727,937.0071735213946
はくさい,20230728,937.0071735213946
はくさい,20230729,937.0071735213946
はくさい,20230731,937.0071735213946
こまつな,20230701,140.67068737100715
こまつな,20230703,140.67068737100715
こまつな,20230704,140.67068737100715
こまつな,20230706,140.67068737100715
こまつな,20230707,140.67068737100715
こまつな,20230708,140.67068737100715
こまつな,20230710,140.67068737100715
こまつな,20230711,140.67068737100715
こまつな,20230713,140.67068737100715
こまつな,20230714,140.67068737100715
こまつな,20230715,140.67068737100715
こまつな,20230718,140.67068737100715
こまつな,20230719,140.67068737100715
こまつな,20230720,140.67068737100715
こまつな,20230721,140.67068737100715
こまつな,20230722,140.67068737100715
こまつな,20230724,140.67068737100715
こまつな,20230725,140.67068737100715
こまつな,20230727,140.67068737100715
こまつな,20230728,140.67068737100715
こまつな,20230729,140.67068737100715
こまつな,20230731,140.67068737100715
ブロッコリー,20230701,1800.5975865673424
ブロッコリー,20230703,1800.5975865673424
ブロッコリー,20230704,1800.5975865673424
ブロッコリー,20230706,1800.5975865673424
ブロッコリー,20230707,1800.5975865673424
ブロッコリー,20230708,1800.5975865673424
ブロッコリー,20230710,1800.5975865673424
ブロッコリー,20230711,1800.5975865673424
ブロッコリー,20230713,1800.5975865673424
ブロッコリー,20230714,1800.5975865673424
ブロッコリー,20230715,1800.5975865673424
ブロッコリー,20230718,1800.5975865673424
ブロッコリー,20230719,1800.5975865673424
ブロッコリー,20230720,1800.5975865673424
ブロッコリー,20230721,1800.5975865673424
ブロッコリー,20230722,1800.5975865673424
ブロッコリー,20230724,1800.5975865673424
ブロッコリー,20230725,1800.5975865673424
ブロッコリー,20230727,1800.5975865673424
ブロッコリー,20230728,1800.5975865673424
ブロッコリー,20230729,1800.5975865673424
ブロッコリー,20230731,1800.5975865673424
きゅうり,20230701,1317.833178687326
きゅうり,20230703,1317.833178687326
きゅうり,20230704,1317.833178687326
きゅうり,20230706,1317.833178687326
きゅうり,20230707,1317.833178687326
きゅうり,20230708,1317.833178687326
きゅうり,20230710,1317.833178687326
きゅうり,20230711,1317.833178687326
きゅうり,20230713,1317.833178687326
きゅうり,20230714,1317.833178687326
きゅうり,20230715,1317.833178687326
きゅうり,20230718,1317.833178687326
きゅうり,20230719,1317.833178687326
