kind,date,mode_price
にんじん,20230701,1355.2600346210072
にんじん,20230703,1355.2600346210072
にんじん,20230704,1355.2600346210072
にんじん,20230706,1355.2600346210072
にんじん,20230707,1355.2600346210072
にんじん,20230708,1355.2600346210072
にんじん,20230710,1355.2600346210072
にんじん,20230711,1355.2600346210072
にんじん,20230713,1355.2600346210072
にんじん,20230714,1355.2600346210072
にんじん,20230715,1355.2600346210072
にんじん,20230718,1355.2600346210072
にんじん,20230719,1355.2600346210072
にんじん,20230720,1355.2600346210072
にんじん,20230721,1355.2600346210072
にんじん,20230722,1355.2600346210072
にんじん,20230724,1355.2600346210072
にんじん,20230725,1355.2600346210072
にんじん,20230727,1355.2600346210072
にんじん,20230728,1355.2600346210072
にんじん,20230729,1355.2600346210072
にんじん,20230731,1355.2600346210072
キャベツ,20230701,912.5325562293837
キャベツ,20230703,912.5325562293837
キャベツ,20230704,912.5325562293837
キャベツ,20230706,912.5325562293837
キャベツ,20230707,912.5325562293837
キャベツ,20230708,912.5325562293837
キャベツ,20230710,912.5325562293837
キャベツ,20230711,912.5325562293837
キャベツ,20230713,912.5325562293837
キャベツ,20230714,912.5325562293837
キャベツ,20230715,912.5325562293837
キャベツ,20230718,912.5325562293837
キャベツ,20230719,912.5325562293837
キャベツ,20230720,912.5325562293837
キャベツ,20230721,912.5325562293837
キャベツ,20230722,912.5325562293837
キャベツ,20230724,912.5325562293837
キャベツ,20230725,912.5325562293837
キャベツ,20230727,912.5325562293837
キャベツ,20230728,912.5325562293837
キャベツ,20230729,912.5325562293837
キャベツ,20230731,912.5325562293837
はくさい,20230701,998.1604889575855
はくさい,20230703,998.1604889575855
はくさい,20230704,998.1604889575855
はくさい,20230706,998.1604889575855
はくさい,20230707,998.1604889575855
はくさい,20230708,998.1604889575855
はくさい,20230710,998.1604889575855
はくさい,20230711,998.1604889575855
はくさい,20230713,998.1604889575855
はくさい,20230714,998.1604889575855
はくさい,20230715,998.1604889575855
はくさい,20230718,998.1604889575855
はくさい,20230719,998.1604889575855
はくさい,20230720,998.1604889575855
はくさい,20230721,998.1604889575855
はくさい,20230722,998.1604889575855
はくさい,20230724,998.1604889575855
はくさい,20230725,998.1604889575855
はくさい,20230727,998.1604889575855
はくさい,20230728,998.1604889575855
はくさい,20230729,998.1604889575855
はくさい,20230731,998.1604889575855
こまつな,20230701,147.39327126186782
こまつな,20230703,147.39327126186782
こまつな,20230704,147.39327126186782
こまつな,20230706,147.39327126186782
こまつな,20230707,147.39327126186782
こまつな,20230708,147.39327126186782
こまつな,20230710,147.39327126186782
こまつな,20230711,147.39327126186782
こまつな,20230713,147.39327126186782
こまつな,20230714,147.39327126186782
こまつな,20230715,147.39327126186782
こまつな,20230718,147.39327126186782
こまつな,20230719,147.39327126186782
こまつな,20230720,147.39327126186782
