kind,date,mode_price
にんじん,20230701,1470.782904008164
にんじん,20230703,1470.782904008164
にんじん,20230704,1470.782904008164
にんじん,20230706,1470.782904008164
にんじん,20230707,1470.782904008164
にんじん,20230708,1470.782904008164
にんじん,20230710,1470.782904008164
にんじん,20230711,1470.782904008164
にんじん,20230713,1470.782904008164
にんじん,20230714,1470.782904008164
にんじん,20230715,1470.782904008164
にんじん,20230718,1470.782904008164
にんじん,20230719,1470.782904008164
にんじん,20230720,1470.782904008164
にんじん,20230721,1470.782904008164
にんじん,20230722,1470.782904008164
にんじん,20230724,1470.782904008164
にんじん,20230725,1470.782904008164
にんじん,20230727,1470.782904008164
にんじん,20230728,1470.782904008164
にんじん,20230729,1470.782904008164
にんじん,20230731,1470.782904008164
キャベツ,20230701,815.3305277081722
キャベツ,20230703,815.3305277081722
キャベツ,20230704,815.3305277081722
キャベツ,20230706,815.3305277081722
キャベツ,20230707,815.3305277081722
キャベツ,20230708,815.3305277081722
キャベツ,20230710,815.3305277081722
キャベツ,20230711,815.3305277081722
キャベツ,20230713,815.3305277081722
キャベツ,20230714,815.3305277081722
キャベツ,20230715,815.3305277081722
キャベツ,20230718,815.3305277081722
キャベツ,20230719,815.3305277081722
キャベツ,20230720,815.3305277081722
キャベツ,20230721,815.3305277081722
キャベツ,20230722,815.3305277081722
キャベツ,20230724,815.3305277081722
キャベツ,20230725,815.3305277081722
キャベツ,20230727,815.3305277081722
キャベツ,20230728,815.3305277081722
キャベツ,20230729,815.3305277081722
キャベツ,20230731,815.3305277081722
はくさい,20230701,1026.7381867513761
はくさい,20230703,1026.7381867513761
はくさい,20230704,1026.7381867513761
はくさい,20230706,1026.7381867513761
はくさい,20230707,1026.7381867513761
はくさい,20230708,1026.7381867513761
はくさい,20230710,1026.7381867513761
はくさい,20230711,1026.7381867513761
はくさい,20230713,1026.7381867513761
はくさい,20230714,1026.7381867513761
はくさい,20230715,1026.7381867513761
はくさい,20230718,1026.7381867513761
はくさい,20230719,1026.7381867513761
はくさい,20230720,1026.7381867513761
はくさい,20230721,1026.7381867513761
はくさい,20230722,1026.7381867513761
はくさい,20230724,1026.7381867513761
はくさい,20230725,1026.7381867513761
はくさい,20230727,1026.7381867513761
はくさい,20230728,1026.7381867513761
はくさい,20230729,1026.7381867513761
はくさい,20230731,1026.7381867513761
こまつな,20230701,134.05991875127435
こまつな,20230703,134.05991875127435
こまつな,20230704,134.05991875127435
こまつな,20230706,134.05991875127435
こまつな,20230707,134.05991875127435
こまつな,20230708,134.05991875127435
こまつな,20230710,134.05991875127435
こまつな,20230711,134.05991875127435
こまつな,20230713,134.05991875127435
こまつな,20230714,134.05991875127435
こまつな,20230715,134.05991875127435
こまつな,20230718,134.05991875127435
こまつな,20230719,134.05991875127435
こまつな,20230720,134.05991875127435
こまつな,20230721,134.05991875127435
こまつな,20230722,134.05991875127435
こまつな,20230724,134.05991875127435
こまつな,20230725,134.05991875127435
こまつな,20230727,134.05991875127435
こまつな,20230728,134.05991875127435
こまつな,20230729,134.05991875127435
こまつな,20230731,134.05991875127435
ブロッコリー,20230701,1838.7602984058112
ブロッコリー,20230703,1838.7602984058112
ブロッコリー,20230704,1838.7602984058112
ブロッコリー,20230706,1838.7602984058112
ブロッコリー,20230707,1838.7602984058112
ブロッコリー,20230708,1838.7602984058112
ブロッコリー,20230710,1838.7602984058112
ブロッコリー,20230711,1838.7602984058112
ブロッコリー,20230713,1838.7602984058112
ブロッコリー,20230714,1838.7602984058112
ブロッコリー,20230715,1838.7602984058112
ブロッコリー,20230718,1838.7602984058112
ブロッコリー,20230719,1838.7602984058112
ブロッコリー,20230720,1838.7602984058112
ブロッコリー,20230721,1838.7602984058112
ブロッコリー,20230722,1838.7602984058112
ブロッコリー,20230724,1838.7602984058112
ブロッコリー,20230725,1838.7602984058112
ブロッコリー,20230727,1838.7602984058112
ブロッコリー,20230728,1838.7602984058112
ブロッコリー,20230729,1838.7602984058112
ブロッコリー,20230731,1838.7602984058112
きゅうり,20230701,1338.1234075741445
きゅうり,20230703,1338.1234075741445
きゅうり,20230704,1338.1234075741445
きゅうり,20230706,1338.1234075741445
きゅうり,20230707,1338.1234075741445
きゅうり,20230708,1338.1234075741445
きゅうり,20230710,1338.1234075741445
きゅうり,20230711,1338.1234075741445
きゅうり,20230713,1338.1234075741445
きゅうり,20230714,1338.1234075741445
きゅうり,20230715,1338.1234075741445
きゅうり,20230718,1338.1234075741445
きゅうり,20230719,1338.1234075741445
きゅうり,20230720,1338.1234075741445
きゅうり,20230721,1338.1234075741445
きゅうり,20230722,1338.1234075741445
きゅうり,20230724,1338.1234075741445
きゅうり,20230725,1338.1234075741445
きゅうり,20230727,1338.1234075741445
きゅうり,20230728,1338.1234075741445
きゅうり,20230729,1338.1234075741445
きゅうり,20230731,1338.1234075741445
かぼちゃ,20230701,2722.129461220375
かぼちゃ,20230703,2722.129461220375
かぼちゃ,20230704,2722.129461220375
かぼちゃ,20230706,2722.129461220375
かぼちゃ,20230707,2722.129461220375
かぼちゃ,20230708,2722.129461220375
かぼちゃ,20230710,2722.129461220375
かぼちゃ,20230711,2722.129461220375
かぼちゃ,20230713,2722.129461220375
かぼちゃ,20230714,2722.129461220375
かぼちゃ,20230715,2722.129461220375
かぼちゃ,20230718,2722.129461220375
かぼちゃ,20230719,2722.129461220375
かぼちゃ,20230720,2722.129461220375
かぼちゃ,20230721,2722.129461220375
かぼちゃ,20230722,2722.129461220375
かぼちゃ,20230724,2722.129461220375
かぼちゃ,20230725,2722.129461220375
かぼちゃ,20230727,2722.129461220375
かぼちゃ,20230728,2722.129461220375
かぼちゃ,20230729,2722.129461220375
かぼちゃ,20230731,2722.129461220375
トマト,20230701,1116.086306765444
トマト,20230703,1116.086306765444
トマト,20230704,1116.086306765444
トマト,20230706,1116.086306765444
トマト,20230707,1116.086306765444
トマト,20230708,1116.086306765444
トマト,20230710,1116.086306765444
トマト,20230711,1116.086306765444
トマト,20230713,1116.086306765444
トマト,20230714,1116.086306765444
トマト,20230715,1116.086306765444
トマト,20230718,1116.086306765444
トマト,20230719,1116.086306765444
トマト,20230720,1116.086306765444
トマト,20230721,1116.086306765444
トマト,20230722,1116.086306765444
トマト,20230724,1116.086306765444
トマト,20230725,1116.086306765444
トマト,20230727,1116.086306765444
トマト,20230728,1116.086306765444
トマト,20230729,1116.086306765444
トマト,20230731,1116.086306765444
ピーマン,20230701,65.24391295144011
ピーマン,20230703,65.24391295144011
ピーマン,20230704,65.24391295144011
ピーマン,20230706,65.24391295144011
ピーマン,20230707,65.24391295144011
ピーマン,20230708,65.24391295144011
ピーマン,20230710,65.24391295144011
ピーマン,20230711,65.24391295144011
ピーマン,20230713,65.24391295144011
ピーマン,20230714,65.24391295144011
ピーマン,20230715,65.24391295144011
ピーマン,20230718,65.24391295144011
ピーマン,20230719,65.24391295144011
ピーマン,20230720,65.24391295144011
ピーマン,20230721,65.24391295144011
ピーマン,20230722,65.24391295144011
ピーマン,20230724,65.24391295144011
ピーマン,20230725,65.24391295144011
ピーマン,20230727,65.24391295144011
ピーマン,20230728,65.24391295144011
ピーマン,20230729,65.24391295144011
ピーマン,20230731,65.24391295144011
じゃがいも,20230701,2294.0142562958426
じゃがいも,20230703,2294.0142562958426
じゃがいも,20230704,2294.0142562958426
じゃがいも,20230706,2294.0142562958426
じゃがいも,20230707,2294.0142562958426
じゃがいも,20230708,2294.0142562958426
じゃがいも,20230710,2294.0142562958426
じゃがいも,20230711,2294.0142562958426
じゃがいも,20230713,2294.0142562958426
じゃがいも,20230714,2294.0142562958426
じゃがいも,20230715,2294.0142562958426
じゃがいも,20230718,2294.0142562958426
じゃがいも,20230719,2294.0142562958426
じゃがいも,20230720,2294.0142562958426
じゃがいも,20230721,2294.0142562958426
じゃがいも,20230722,2294.0142562958426
じゃがいも,20230724,2294.0142562958426
じゃがいも,20230725,2294.0142562958426
じゃがいも,20230727,2294.0142562958426
じゃがいも,20230728,2294.0142562958426
じゃがいも,20230729,2294.0142562958426
じゃがいも,20230731,2294.0142562958426
